origen_id,origen_zona,destino_id,destino_zona,distancia_km,duracion_normal_min,duracion_hora_punta_min,duracion_hora_valle_min,ingreso_viaje_usd
153,Marble Hill,158,Meatpacking/West Village West,23.875,57.3,71.6,47.8,93.84
153,Marble Hill,161,Midtown Center,18.68,44.8,56.0,37.4,74.62
153,Marble Hill,162,Midtown East,18.371,44.1,55.1,36.7,73.47
153,Marble Hill,163,Midtown North,17.968,43.1,53.9,35.9,71.98
153,Marble Hill,164,Midtown South,20.355,48.9,61.1,40.7,80.81
153,Marble Hill,166,Morningside Heights,11.678,28.0,35.0,23.4,48.71
153,Marble Hill,170,Murray Hill,19.876,47.7,59.6,39.8,79.04
153,Marble Hill,186,Penn Station/Madison Sq West,20.985,50.4,63.0,42.0,83.14
153,Marble Hill,194,Randalls Island,10.529,25.3,31.6,21.1,44.46
153,Marble Hill,202,Roosevelt Island,15.886,38.1,47.7,31.8,64.28
153,Marble Hill,209,Seaport,26.27,63.0,78.8,52.5,102.7
153,Marble Hill,211,SoHo,24.463,58.7,73.4,48.9,96.01
153,Marble Hill,224,Stuy Town/Peter Cooper Village,21.462,51.5,64.4,42.9,84.91
153,Marble Hill,229,Sutton Place/Turtle Bay North,17.751,42.6,53.3,35.5,71.18
153,Marble Hill,230,Times Sq/Theatre District,19.039,45.7,57.1,38.1,75.94
153,Marble Hill,231,TriBeCa/Civic Center,25.675,61.6,77.0,51.4,100.5
153,Marble Hill,232,Two Bridges/Seward Park,23.886,57.3,71.7,47.8,93.88
153,Marble Hill,233,UN/Turtle Bay South,18.951,45.5,56.9,37.9,75.62
153,Marble Hill,234,Union Sq,21.711,52.1,65.1,43.4,85.83
153,Marble Hill,236,Upper East Side North,14.456,34.7,43.4,28.9,58.99
153,Marble Hill,237,Upper East Side South,16.489,39.6,49.5,33.0,66.51
153,Marble Hill,238,Upper West Side North,14.589,35.0,43.8,29.2,59.48
153,Marble Hill,239,Upper West Side South,15.915,38.2,47.7,31.8,64.39
153,Marble Hill,243,Washington Heights North,3.983,9.6,11.9,8.0,20.24
153,Marble Hill,244,Washington Heights South,6.403,15.4,19.2,12.8,29.19
153,Marble Hill,246,West Chelsea/Hudson Yards,21.445,51.5,64.3,42.9,84.85
153,Marble Hill,249,West Village,23.404,56.2,70.2,46.8,92.09
153,Marble Hill,261,World Trade Center,27.062,64.9,81.2,54.1,105.63
153,Marble Hill,262,Yorkville East,14.053,33.7,42.2,28.1,57.5
153,Marble Hill,263,Yorkville West,14.127,33.9,42.4,28.3,57.77
158,Meatpacking/West Village West,4,Alphabet City,3.939,9.5,11.8,7.9,20.08
158,Meatpacking/West Village West,12,Battery Park,4.084,9.8,12.3,8.2,20.61
158,Meatpacking/West Village West,13,Battery Park City,3.13,7.5,9.4,6.3,17.08
158,Meatpacking/West Village West,24,Bloomingdale,11.059,26.5,33.2,22.1,46.42
158,Meatpacking/West Village West,41,Central Harlem,12.529,30.1,37.6,25.1,51.86
158,Meatpacking/West Village West,42,Central Harlem North,14.954,35.9,44.9,29.9,60.83
158,Meatpacking/West Village West,43,Central Park,8.914,21.4,26.7,17.8,38.48
158,Meatpacking/West Village West,45,Chinatown,3.439,8.3,10.3,6.9,18.22
158,Meatpacking/West Village West,48,Clinton East,4.621,11.1,13.9,9.2,22.6
158,Meatpacking/West Village West,50,Clinton West,4.607,11.1,13.8,9.2,22.54
158,Meatpacking/West Village West,68,East Chelsea,2.244,5.4,6.7,4.5,13.8
158,Meatpacking/West Village West,74,East Harlem North,13.372,32.1,40.1,26.7,54.98
158,Meatpacking/West Village West,75,East Harlem South,11.431,27.4,34.3,22.9,47.79
158,Meatpacking/West Village West,79,East Village,2.756,6.6,8.3,5.5,15.7
158,Meatpacking/West Village West,87,Financial District North,3.293,7.9,9.9,6.6,17.68
158,Meatpacking/West Village West,88,Financial District South,3.693,8.9,11.1,7.4,19.16
158,Meatpacking/West Village West,90,Flatiron,1.821,4.4,5.5,3.6,12.24
158,Meatpacking/West Village West,100,Garment District,3.752,9.0,11.3,7.5,19.38
158,Meatpacking/West Village West,103,Governor's Island/Ellis Island/Liberty Island,8.06,19.3,24.2,16.1,35.32
158,Meatpacking/West Village West,107,Gramercy,2.326,5.6,7.0,4.7,14.1
158,Meatpacking/West Village West,113,Greenwich Village North,1.501,3.6,4.5,3.0,11.05
158,Meatpacking/West Village West,114,Greenwich Village South,1.72,4.1,5.2,3.4,11.87
158,Meatpacking/West Village West,116,Hamilton Heights,15.253,36.6,45.8,30.5,61.93
158,Meatpacking/West Village West,120,Highbridge Park,18.973,45.5,56.9,37.9,75.7
158,Meatpacking/West Village West,125,Hudson Sq,1.107,2.7,3.3,2.2,9.6
158,Meatpacking/West Village West,127,Inwood,22.029,52.9,66.1,44.1,87.01
158,Meatpacking/West Village West,128,Inwood Hill Park,22.288,53.5,66.9,44.6,87.97
158,Meatpacking/West Village West,137,Kips Bay,3.368,8.1,10.1,6.7,17.96
158,Meatpacking/West Village West,140,Lenox Hill East,7.973,19.1,23.9,15.9,35.0
158,Meatpacking/West Village West,141,Lenox Hill West,7.716,18.5,23.1,15.4,34.05
158,Meatpacking/West Village West,142,Lincoln Square East,6.579,15.8,19.7,13.2,29.84
158,Meatpacking/West Village West,143,Lincoln Square West,6.313,15.2,18.9,12.6,28.86
158,Meatpacking/West Village West,144,Little Italy/NoLiTa,2.596,6.2,7.8,5.2,15.1
158,Meatpacking/West Village West,148,Lower East Side,3.317,8.0,10.0,6.6,17.77
158,Meatpacking/West Village West,151,Manhattan Valley,10.389,24.9,31.2,20.8,43.94
158,Meatpacking/West Village West,152,Manhattanville,13.812,33.1,41.4,27.6,56.61
158,Meatpacking/West Village West,153,Marble Hill,23.875,57.3,71.6,47.8,93.84
158,Meatpacking/West Village West,158,Meatpacking/West Village West,0.0,0.0,0.0,0.0,5.5
158,Meatpacking/West Village West,161,Midtown Center,5.195,12.5,15.6,10.4,24.72
158,Meatpacking/West Village West,162,Midtown East,5.504,13.2,16.5,11.0,25.86
158,Meatpacking/West Village West,163,Midtown North,5.907,14.2,17.7,11.8,27.36
158,Meatpacking/West Village West,164,Midtown South,3.521,8.4,10.6,7.0,18.53
158,Meatpacking/West Village West,166,Morningside Heights,12.197,29.3,36.6,24.4,50.63
158,Meatpacking/West Village West,170,Murray Hill,3.999,9.6,12.0,8.0,20.3
158,Meatpacking/West Village West,186,Penn Station/Madison Sq West,2.89,6.9,8.7,5.8,16.19
158,Meatpacking/West Village West,194,Randalls Island,13.346,32.0,40.0,26.7,54.88
158,Meatpacking/West Village West,202,Roosevelt Island,7.989,19.2,24.0,16.0,35.06
158,Meatpacking/West Village West,209,Seaport,3.359,8.1,10.1,6.7,17.93
158,Meatpacking/West Village West,211,SoHo,1.873,4.5,5.6,3.7,12.43
158,Meatpacking/West Village West,224,Stuy Town/Peter Cooper Village,3.064,7.4,9.2,6.1,16.84
158,Meatpacking/West Village West,229,Sutton Place/Turtle Bay North,6.124,14.7,18.4,12.2,28.16
158,Meatpacking/West Village West,230,Times Sq/Theatre District,4.836,11.6,14.5,9.7,23.39
158,Meatpacking/West Village West,231,TriBeCa/Civic Center,2.03,4.9,6.1,4.1,13.01
158,Meatpacking/West Village West,232,Two Bridges/Seward Park,4.447,10.7,13.3,8.9,21.95
158,Meatpacking/West Village West,233,UN/Turtle Bay South,4.924,11.8,14.8,9.8,23.72
158,Meatpacking/West Village West,234,Union Sq,2.164,5.2,6.5,4.3,13.51
158,Meatpacking/West Village West,236,Upper East Side North,9.419,22.6,28.3,18.8,40.35
158,Meatpacking/West Village West,237,Upper East Side South,7.386,17.7,22.2,14.8,32.83
158,Meatpacking/West Village West,238,Upper West Side North,9.286,22.3,27.9,18.6,39.86
158,Meatpacking/West Village West,239,Upper West Side South,7.96,19.1,23.9,15.9,34.95
158,Meatpacking/West Village West,243,Washington Heights North,19.892,47.7,59.7,39.8,79.1
158,Meatpacking/West Village West,244,Washington Heights South,17.472,41.9,52.4,34.9,70.15
158,Meatpacking/West Village West,246,West Chelsea/Hudson Yards,2.43,5.8,7.3,4.9,14.49
158,Meatpacking/West Village West,249,West Village,0.562,1.3,1.7,1.1,7.58
158,Meatpacking/West Village West,261,World Trade Center,3.187,7.6,9.6,6.4,17.29
158,Meatpacking/West Village West,262,Yorkville East,9.822,23.6,29.5,19.6,41.84
158,Meatpacking/West Village West,263,Yorkville West,9.749,23.4,29.2,19.5,41.57
161,Midtown Center,4,Alphabet City,3.91,9.4,11.7,7.8,19.97
161,Midtown Center,12,Battery Park,9.279,22.3,27.8,18.6,39.83
161,Midtown Center,13,Battery Park City,8.325,20.0,25.0,16.6,36.3
161,Midtown Center,24,Bloomingdale,5.864,14.1,17.6,11.7,27.2
161,Midtown Center,41,Central Harlem,7.334,17.6,22.0,14.7,32.64
161,Midtown Center,42,Central Harlem North,9.759,23.4,29.3,19.5,41.61
161,Midtown Center,43,Central Park,3.719,8.9,11.2,7.4,19.26
161,Midtown Center,45,Chinatown,6.747,16.2,20.2,13.5,30.46
161,Midtown Center,48,Clinton East,1.488,3.6,4.5,3.0,11.0
161,Midtown Center,50,Clinton West,2.377,5.7,7.1,4.8,14.29
161,Midtown Center,68,East Chelsea,2.951,7.1,8.9,5.9,16.42
161,Midtown Center,74,East Harlem North,8.178,19.6,24.5,16.4,35.76
161,Midtown Center,75,East Harlem South,6.236,15.0,18.7,12.5,28.57
161,Midtown Center,79,East Village,4.04,9.7,12.1,8.1,20.45
161,Midtown Center,87,Financial District North,8.166,19.6,24.5,16.3,35.71
161,Midtown Center,88,Financial District South,8.888,21.3,26.7,17.8,38.38
161,Midtown Center,90,Flatiron,3.374,8.1,10.1,6.7,17.98
161,Midtown Center,100,Garment District,1.442,3.5,4.3,2.9,10.84
161,Midtown Center,103,Governor's Island/Ellis Island/Liberty Island,13.254,31.8,39.8,26.5,54.54
161,Midtown Center,107,Gramercy,2.869,6.9,8.6,5.7,16.12
161,Midtown Center,113,Greenwich Village North,4.211,10.1,12.6,8.4,21.08
161,Midtown Center,114,Greenwich Village South,4.938,11.9,14.8,9.9,23.77
161,Midtown Center,116,Hamilton Heights,10.058,24.1,30.2,20.1,42.71
161,Midtown Center,120,Highbridge Park,13.778,33.1,41.3,27.6,56.48
161,Midtown Center,125,Hudson Sq,6.027,14.5,18.1,12.1,27.8
161,Midtown Center,127,Inwood,16.834,40.4,50.5,33.7,67.79
161,Midtown Center,128,Inwood Hill Park,17.093,41.0,51.3,34.2,68.75
161,Midtown Center,137,Kips Bay,2.076,5.0,6.2,4.2,13.18
161,Midtown Center,140,Lenox Hill East,2.779,6.7,8.3,5.6,15.78
161,Midtown Center,141,Lenox Hill West,2.521,6.1,7.6,5.0,14.83
161,Midtown Center,142,Lincoln Square East,2.072,5.0,6.2,4.1,13.17
161,Midtown Center,143,Lincoln Square West,2.844,6.8,8.5,5.7,16.02
161,Midtown Center,144,Little Italy/NoLiTa,5.717,13.7,17.2,11.4,26.65
161,Midtown Center,148,Lower East Side,5.416,13.0,16.2,10.8,25.54
161,Midtown Center,151,Manhattan Valley,5.195,12.5,15.6,10.4,24.72
161,Midtown Center,152,Manhattanville,8.618,20.7,25.9,17.2,37.39
161,Midtown Center,153,Marble Hill,18.68,44.8,56.0,37.4,74.62
161,Midtown Center,158,Meatpacking/West Village West,5.195,12.5,15.6,10.4,24.72
161,Midtown Center,161,Midtown Center,0.0,0.0,0.0,0.0,5.5
161,Midtown Center,162,Midtown East,0.596,1.4,1.8,1.2,7.71
161,Midtown Center,163,Midtown North,0.713,1.7,2.1,1.4,8.14
161,Midtown Center,164,Midtown South,1.674,4.0,5.0,3.3,11.69
161,Midtown Center,166,Morningside Heights,7.002,16.8,21.0,14.0,31.41
161,Midtown Center,170,Murray Hill,1.196,2.9,3.6,2.4,9.92
161,Midtown Center,186,Penn Station/Madison Sq West,2.304,5.5,6.9,4.6,14.03
161,Midtown Center,194,Randalls Island,8.151,19.6,24.5,16.3,35.66
161,Midtown Center,202,Roosevelt Island,2.794,6.7,8.4,5.6,15.84
161,Midtown Center,209,Seaport,7.59,18.2,22.8,15.2,33.58
161,Midtown Center,211,SoHo,5.782,13.9,17.3,11.6,26.89
161,Midtown Center,224,Stuy Town/Peter Cooper Village,3.035,7.3,9.1,6.1,16.73
161,Midtown Center,229,Sutton Place/Turtle Bay North,1.193,2.9,3.6,2.4,9.91
161,Midtown Center,230,Times Sq/Theatre District,0.743,1.8,2.2,1.5,8.25
161,Midtown Center,231,TriBeCa/Civic Center,6.995,16.8,21.0,14.0,31.38
161,Midtown Center,232,Two Bridges/Seward Park,5.205,12.5,15.6,10.4,24.76
161,Midtown Center,233,UN/Turtle Bay South,1.517,3.6,4.5,3.0,11.11
161,Midtown Center,234,Union Sq,3.031,7.3,9.1,6.1,16.71
161,Midtown Center,236,Upper East Side North,4.225,10.1,12.7,8.4,21.13
161,Midtown Center,237,Upper East Side South,2.192,5.3,6.6,4.4,13.61
161,Midtown Center,238,Upper West Side North,4.092,9.8,12.3,8.2,20.64
161,Midtown Center,239,Upper West Side South,2.99,7.2,9.0,6.0,16.56
161,Midtown Center,243,Washington Heights North,14.697,35.3,44.1,29.4,59.88
161,Midtown Center,244,Washington Heights South,12.277,29.5,36.8,24.6,50.93
161,Midtown Center,246,West Chelsea/Hudson Yards,2.765,6.6,8.3,5.5,15.73
161,Midtown Center,249,West Village,4.723,11.3,14.2,9.4,22.98
161,Midtown Center,261,World Trade Center,8.382,20.1,25.1,16.8,36.51
161,Midtown Center,262,Yorkville East,4.627,11.1,13.9,9.3,22.62
161,Midtown Center,263,Yorkville West,4.554,10.9,13.7,9.1,22.35
162,Midtown East,4,Alphabet City,4.007,9.6,12.0,8.0,20.33
162,Midtown East,12,Battery Park,9.588,23.0,28.8,19.2,40.97
162,Midtown East,13,Battery Park City,8.634,20.7,25.9,17.3,37.45
162,Midtown East,24,Bloomingdale,5.555,13.3,16.7,11.1,26.05
162,Midtown East,41,Central Harlem,7.025,16.9,21.1,14.0,31.49
162,Midtown East,42,Central Harlem North,9.45,22.7,28.3,18.9,40.46
162,Midtown East,43,Central Park,3.41,8.2,10.2,6.8,18.12
162,Midtown East,45,Chinatown,7.056,16.9,21.2,14.1,31.61
162,Midtown East,48,Clinton East,2.084,5.0,6.3,4.2,13.21
162,Midtown East,50,Clinton West,2.973,7.1,8.9,5.9,16.5
162,Midtown East,68,East Chelsea,3.26,7.8,9.8,6.5,17.56
162,Midtown East,74,East Harlem North,7.869,18.9,23.6,15.7,34.61
162,Midtown East,75,East Harlem South,5.927,14.2,17.8,11.9,27.43
162,Midtown East,79,East Village,4.349,10.4,13.0,8.7,21.59
162,Midtown East,87,Financial District North,8.475,20.3,25.4,16.9,36.86
162,Midtown East,88,Financial District South,9.197,22.1,27.6,18.4,39.53
162,Midtown East,90,Flatiron,3.683,8.8,11.0,7.4,19.13
162,Midtown East,100,Garment District,1.751,4.2,5.3,3.5,11.98
162,Midtown East,103,Governor's Island/Ellis Island/Liberty Island,13.564,32.6,40.7,27.1,55.68
162,Midtown East,107,Gramercy,3.178,7.6,9.5,6.4,17.26
162,Midtown East,113,Greenwich Village North,4.52,10.8,13.6,9.0,22.22
162,Midtown East,114,Greenwich Village South,5.248,12.6,15.7,10.5,24.92
162,Midtown East,116,Hamilton Heights,9.749,23.4,29.2,19.5,41.57
162,Midtown East,120,Highbridge Park,13.469,32.3,40.4,26.9,55.34
162,Midtown East,125,Hudson Sq,6.336,15.2,19.0,12.7,28.94
162,Midtown East,127,Inwood,16.525,39.7,49.6,33.0,66.64
162,Midtown East,128,Inwood Hill Park,16.784,40.3,50.4,33.6,67.6
162,Midtown East,137,Kips Bay,2.136,5.1,6.4,4.3,13.4
162,Midtown East,140,Lenox Hill East,2.469,5.9,7.4,4.9,14.64
162,Midtown East,141,Lenox Hill West,2.212,5.3,6.6,4.4,13.68
162,Midtown East,142,Lincoln Square East,2.668,6.4,8.0,5.3,15.37
162,Midtown East,143,Lincoln Square West,3.44,8.3,10.3,6.9,18.23
162,Midtown East,144,Little Italy/NoLiTa,6.026,14.5,18.1,12.1,27.8
162,Midtown East,148,Lower East Side,5.725,13.7,17.2,11.5,26.68
162,Midtown East,151,Manhattan Valley,4.886,11.7,14.7,9.8,23.58
162,Midtown East,152,Manhattanville,8.309,19.9,24.9,16.6,36.24
162,Midtown East,153,Marble Hill,18.371,44.1,55.1,36.7,73.47
162,Midtown East,158,Meatpacking/West Village West,5.504,13.2,16.5,11.0,25.86
162,Midtown East,161,Midtown Center,0.596,1.4,1.8,1.2,7.71
162,Midtown East,162,Midtown East,0.0,0.0,0.0,0.0,5.5
162,Midtown East,163,Midtown North,1.303,3.1,3.9,2.6,10.32
162,Midtown East,164,Midtown South,1.983,4.8,5.9,4.0,12.84
162,Midtown East,166,Morningside Heights,6.693,16.1,20.1,13.4,30.26
162,Midtown East,170,Murray Hill,1.505,3.6,4.5,3.0,11.07
162,Midtown East,186,Penn Station/Madison Sq West,2.614,6.3,7.8,5.2,15.17
162,Midtown East,194,Randalls Island,7.842,18.8,23.5,15.7,34.52
162,Midtown East,202,Roosevelt Island,2.485,6.0,7.5,5.0,14.7
162,Midtown East,209,Seaport,7.899,19.0,23.7,15.8,34.73
162,Midtown East,211,SoHo,6.091,14.6,18.3,12.2,28.04
162,Midtown East,224,Stuy Town/Peter Cooper Village,3.09,7.4,9.3,6.2,16.93
162,Midtown East,229,Sutton Place/Turtle Bay North,0.62,1.5,1.9,1.2,7.8
162,Midtown East,230,Times Sq/Theatre District,1.339,3.2,4.0,2.7,10.46
162,Midtown East,231,TriBeCa/Civic Center,7.304,17.5,21.9,14.6,32.53
162,Midtown East,232,Two Bridges/Seward Park,5.514,13.2,16.5,11.0,25.9
162,Midtown East,233,UN/Turtle Bay South,0.92,2.2,2.8,1.8,8.91
162,Midtown East,234,Union Sq,3.34,8.0,10.0,6.7,17.86
162,Midtown East,236,Upper East Side North,3.915,9.4,11.7,7.8,19.99
162,Midtown East,237,Upper East Side South,1.882,4.5,5.6,3.8,12.47
162,Midtown East,238,Upper West Side North,3.99,9.6,12.0,8.0,20.26
162,Midtown East,239,Upper West Side South,3.586,8.6,10.8,7.2,18.77
162,Midtown East,243,Washington Heights North,14.388,34.5,43.2,28.8,58.74
162,Midtown East,244,Washington Heights South,11.968,28.7,35.9,23.9,49.78
162,Midtown East,246,West Chelsea/Hudson Yards,3.074,7.4,9.2,6.1,16.87
162,Midtown East,249,West Village,5.033,12.1,15.1,10.1,24.12
162,Midtown East,261,World Trade Center,8.691,20.9,26.1,17.4,37.66
162,Midtown East,262,Yorkville East,4.318,10.4,13.0,8.6,21.48
162,Midtown East,263,Yorkville West,4.245,10.2,12.7,8.5,21.21
163,Midtown North,4,Alphabet City,4.617,11.1,13.9,9.2,22.58
163,Midtown North,12,Battery Park,9.991,24.0,30.0,20.0,42.47
163,Midtown North,13,Battery Park City,9.037,21.7,27.1,18.1,38.94
163,Midtown North,24,Bloomingdale,5.151,12.4,15.5,10.3,24.56
163,Midtown North,41,Central Harlem,6.622,15.9,19.9,13.2,30.0
163,Midtown North,42,Central Harlem North,9.047,21.7,27.1,18.1,38.97
163,Midtown North,43,Central Park,3.007,7.2,9.0,6.0,16.62
163,Midtown North,45,Chinatown,7.46,17.9,22.4,14.9,33.1
163,Midtown North,48,Clinton East,1.286,3.1,3.9,2.6,10.26
163,Midtown North,50,Clinton West,1.669,4.0,5.0,3.3,11.68
163,Midtown North,68,East Chelsea,3.663,8.8,11.0,7.3,19.05
163,Midtown North,74,East Harlem North,7.465,17.9,22.4,14.9,33.12
163,Midtown North,75,East Harlem South,5.524,13.3,16.6,11.0,25.94
163,Midtown North,79,East Village,4.753,11.4,14.3,9.5,23.08
163,Midtown North,87,Financial District North,8.878,21.3,26.6,17.8,38.35
163,Midtown North,88,Financial District South,9.6,23.0,28.8,19.2,41.02
163,Midtown North,90,Flatiron,4.086,9.8,12.3,8.2,20.62
163,Midtown North,100,Garment District,2.155,5.2,6.5,4.3,13.47
163,Midtown North,103,Governor's Island/Ellis Island/Liberty Island,13.967,33.5,41.9,27.9,57.18
163,Midtown North,107,Gramercy,3.582,8.6,10.7,7.2,18.75
163,Midtown North,113,Greenwich Village North,4.923,11.8,14.8,9.8,23.72
163,Midtown North,114,Greenwich Village South,5.651,13.6,17.0,11.3,26.41
163,Midtown North,116,Hamilton Heights,9.345,22.4,28.0,18.7,40.08
163,Midtown North,120,Highbridge Park,13.066,31.4,39.2,26.1,53.84
163,Midtown North,125,Hudson Sq,6.739,16.2,20.2,13.5,30.43
163,Midtown North,127,Inwood,16.122,38.7,48.4,32.2,65.15
163,Midtown North,128,Inwood Hill Park,16.381,39.3,49.1,32.8,66.11
163,Midtown North,137,Kips Bay,2.783,6.7,8.3,5.6,15.8
163,Midtown North,140,Lenox Hill East,2.066,5.0,6.2,4.1,13.14
163,Midtown North,141,Lenox Hill West,1.809,4.3,5.4,3.6,12.19
163,Midtown North,142,Lincoln Square East,1.365,3.3,4.1,2.7,10.55
163,Midtown North,143,Lincoln Square West,2.137,5.1,6.4,4.3,13.41
163,Midtown North,144,Little Italy/NoLiTa,6.429,15.4,19.3,12.9,29.29
163,Midtown North,148,Lower East Side,6.129,14.7,18.4,12.3,28.18
163,Midtown North,151,Manhattan Valley,4.482,10.8,13.4,9.0,22.08
163,Midtown North,152,Manhattanville,7.905,19.0,23.7,15.8,34.75
163,Midtown North,153,Marble Hill,17.968,43.1,53.9,35.9,71.98
163,Midtown North,158,Meatpacking/West Village West,5.907,14.2,17.7,11.8,27.36
163,Midtown North,161,Midtown Center,0.713,1.7,2.1,1.4,8.14
163,Midtown North,162,Midtown East,1.303,3.1,3.9,2.6,10.32
163,Midtown North,163,Midtown North,0.0,0.0,0.0,0.0,5.5
163,Midtown North,164,Midtown South,2.387,5.7,7.2,4.8,14.33
163,Midtown North,166,Morningside Heights,6.29,15.1,18.9,12.6,28.77
163,Midtown North,170,Murray Hill,1.908,4.6,5.7,3.8,12.56
163,Midtown North,186,Penn Station/Madison Sq West,3.017,7.2,9.1,6.0,16.66
163,Midtown North,194,Randalls Island,7.439,17.9,22.3,14.9,33.02
163,Midtown North,202,Roosevelt Island,2.587,6.2,7.8,5.2,15.07
163,Midtown North,209,Seaport,8.302,19.9,24.9,16.6,36.22
163,Midtown North,211,SoHo,6.495,15.6,19.5,13.0,29.53
163,Midtown North,224,Stuy Town/Peter Cooper Village,3.742,9.0,11.2,7.5,19.35
163,Midtown North,229,Sutton Place/Turtle Bay North,1.9,4.6,5.7,3.8,12.53
163,Midtown North,230,Times Sq/Theatre District,1.071,2.6,3.2,2.1,9.46
163,Midtown North,231,TriBeCa/Civic Center,7.708,18.5,23.1,15.4,34.02
163,Midtown North,232,Two Bridges/Seward Park,5.918,14.2,17.8,11.8,27.4
163,Midtown North,233,UN/Turtle Bay South,2.224,5.3,6.7,4.4,13.73
163,Midtown North,234,Union Sq,3.743,9.0,11.2,7.5,19.35
163,Midtown North,236,Upper East Side North,3.512,8.4,10.5,7.0,18.49
163,Midtown North,237,Upper East Side South,1.479,3.5,4.4,3.0,10.97
163,Midtown North,238,Upper West Side North,3.379,8.1,10.1,6.8,18.0
163,Midtown North,239,Upper West Side South,2.283,5.5,6.8,4.6,13.95
163,Midtown North,243,Washington Heights North,13.985,33.6,42.0,28.0,57.24
163,Midtown North,244,Washington Heights South,11.565,27.8,34.7,23.1,48.29
163,Midtown North,246,West Chelsea/Hudson Yards,3.477,8.3,10.4,7.0,18.37
163,Midtown North,249,West Village,5.436,13.0,16.3,10.9,25.61
163,Midtown North,261,World Trade Center,9.094,21.8,27.3,18.2,39.15
163,Midtown North,262,Yorkville East,3.915,9.4,11.7,7.8,19.98
163,Midtown North,263,Yorkville West,3.841,9.2,11.5,7.7,19.71
164,Midtown South,4,Alphabet City,3.471,8.3,10.4,6.9,18.34
164,Midtown South,12,Battery Park,7.605,18.3,22.8,15.2,33.64
164,Midtown South,13,Battery Park City,6.651,16.0,20.0,13.3,30.11
164,Midtown South,24,Bloomingdale,7.538,18.1,22.6,15.1,33.39
164,Midtown South,41,Central Harlem,9.008,21.6,27.0,18.0,38.83
164,Midtown South,42,Central Harlem North,11.433,27.4,34.3,22.9,47.8
164,Midtown South,43,Central Park,5.393,12.9,16.2,10.8,25.45
164,Midtown South,45,Chinatown,5.073,12.2,15.2,10.1,24.27
164,Midtown South,48,Clinton East,1.927,4.6,5.8,3.9,12.63
164,Midtown South,50,Clinton West,2.816,6.8,8.4,5.6,15.92
164,Midtown South,68,East Chelsea,1.277,3.1,3.8,2.6,10.22
164,Midtown South,74,East Harlem North,9.852,23.6,29.6,19.7,41.95
164,Midtown South,75,East Harlem South,7.91,19.0,23.7,15.8,34.77
164,Midtown South,79,East Village,2.366,5.7,7.1,4.7,14.25
164,Midtown South,87,Financial District North,6.491,15.6,19.5,13.0,29.52
164,Midtown South,88,Financial District South,7.213,17.3,21.6,14.4,32.19
164,Midtown South,90,Flatiron,1.7,4.1,5.1,3.4,11.79
164,Midtown South,100,Garment District,0.857,2.1,2.6,1.7,8.67
164,Midtown South,103,Governor's Island/Ellis Island/Liberty Island,11.58,27.8,34.7,23.2,48.35
164,Midtown South,107,Gramercy,1.412,3.4,4.2,2.8,10.72
164,Midtown South,113,Greenwich Village North,2.536,6.1,7.6,5.1,14.88
164,Midtown South,114,Greenwich Village South,3.264,7.8,9.8,6.5,17.58
164,Midtown South,116,Hamilton Heights,11.732,28.2,35.2,23.5,48.91
164,Midtown South,120,Highbridge Park,15.452,37.1,46.4,30.9,62.67
164,Midtown South,125,Hudson Sq,4.352,10.4,13.1,8.7,21.6
164,Midtown South,127,Inwood,18.508,44.4,55.5,37.0,73.98
164,Midtown South,128,Inwood Hill Park,18.768,45.0,56.3,37.5,74.94
164,Midtown South,137,Kips Bay,1.636,3.9,4.9,3.3,11.55
164,Midtown South,140,Lenox Hill East,4.453,10.7,13.4,8.9,21.98
164,Midtown South,141,Lenox Hill West,4.195,10.1,12.6,8.4,21.02
164,Midtown South,142,Lincoln Square East,3.059,7.3,9.2,6.1,16.82
164,Midtown South,143,Lincoln Square West,3.283,7.9,9.9,6.6,17.65
164,Midtown South,144,Little Italy/NoLiTa,4.043,9.7,12.1,8.1,20.46
164,Midtown South,148,Lower East Side,3.742,9.0,11.2,7.5,19.35
164,Midtown South,151,Manhattan Valley,6.869,16.5,20.6,13.7,30.91
164,Midtown South,152,Manhattanville,10.292,24.7,30.9,20.6,43.58
164,Midtown South,153,Marble Hill,20.355,48.9,61.1,40.7,80.81
164,Midtown South,158,Meatpacking/West Village West,3.521,8.4,10.6,7.0,18.53
164,Midtown South,161,Midtown Center,1.674,4.0,5.0,3.3,11.69
164,Midtown South,162,Midtown East,1.983,4.8,5.9,4.0,12.84
164,Midtown South,163,Midtown North,2.387,5.7,7.2,4.8,14.33
164,Midtown South,164,Midtown South,0.0,0.0,0.0,0.0,5.5
164,Midtown South,166,Morningside Heights,8.676,20.8,26.0,17.4,37.6
164,Midtown South,170,Murray Hill,0.649,1.6,1.9,1.3,7.9
164,Midtown South,186,Penn Station/Madison Sq West,0.63,1.5,1.9,1.3,7.83
164,Midtown South,194,Randalls Island,9.825,23.6,29.5,19.7,41.85
164,Midtown South,202,Roosevelt Island,4.468,10.7,13.4,8.9,22.03
164,Midtown South,209,Seaport,5.916,14.2,17.7,11.8,27.39
164,Midtown South,211,SoHo,4.108,9.9,12.3,8.2,20.7
164,Midtown South,224,Stuy Town/Peter Cooper Village,2.596,6.2,7.8,5.2,15.1
164,Midtown South,229,Sutton Place/Turtle Bay North,2.604,6.2,7.8,5.2,15.13
164,Midtown South,230,Times Sq/Theatre District,1.316,3.2,3.9,2.6,10.37
