origen_id,origen_zona,destino_id,destino_zona,distancia_km,duracion_normal_min,duracion_hora_punta_min,duracion_hora_valle_min,ingreso_viaje_usd
87,Financial District North,163,Midtown North,8.878,21.3,26.6,17.8,38.35
87,Financial District North,164,Midtown South,6.491,15.6,19.5,13.0,29.52
87,Financial District North,166,Morningside Heights,15.168,36.4,45.5,30.3,61.62
87,Financial District North,170,Murray Hill,6.97,16.7,20.9,13.9,31.29
87,Financial District North,186,Penn Station/Madison Sq West,5.861,14.1,17.6,11.7,27.19
87,Financial District North,194,Randalls Island,16.317,39.2,49.0,32.6,65.87
87,Financial District North,202,Roosevelt Island,10.96,26.3,32.9,21.9,46.05
87,Financial District North,209,Seaport,0.576,1.4,1.7,1.2,7.63
87,Financial District North,211,SoHo,2.383,5.7,7.2,4.8,14.32
87,Financial District North,224,Stuy Town/Peter Cooper Village,5.384,12.9,16.2,10.8,25.42
87,Financial District North,229,Sutton Place/Turtle Bay North,9.095,21.8,27.3,18.2,39.15
87,Financial District North,230,Times Sq/Theatre District,7.807,18.7,23.4,15.6,34.39
87,Financial District North,231,TriBeCa/Civic Center,1.263,3.0,3.8,2.5,10.17
87,Financial District North,232,Two Bridges/Seward Park,2.96,7.1,8.9,5.9,16.45
87,Financial District North,233,UN/Turtle Bay South,7.895,18.9,23.7,15.8,34.71
87,Financial District North,234,Union Sq,5.135,12.3,15.4,10.3,24.5
87,Financial District North,236,Upper East Side North,12.39,29.7,37.2,24.8,51.34
87,Financial District North,237,Upper East Side South,10.357,24.9,31.1,20.7,43.82
87,Financial District North,238,Upper West Side North,12.257,29.4,36.8,24.5,50.85
87,Financial District North,239,Upper West Side South,10.931,26.2,32.8,21.9,45.95
87,Financial District North,243,Washington Heights North,22.863,54.9,68.6,45.7,90.09
87,Financial District North,244,Washington Heights South,20.443,49.1,61.3,40.9,81.14
87,Financial District North,246,West Chelsea/Hudson Yards,5.401,13.0,16.2,10.8,25.48
87,Financial District North,249,West Village,3.442,8.3,10.3,6.9,18.24
87,Financial District North,261,World Trade Center,0.723,1.7,2.2,1.4,8.18
87,Financial District North,262,Yorkville East,12.793,30.7,38.4,25.6,52.83
87,Financial District North,263,Yorkville West,12.719,30.5,38.2,25.4,52.56
88,Financial District South,4,Alphabet City,5.189,12.5,15.6,10.4,24.7
88,Financial District South,12,Battery Park,0.391,0.9,1.2,0.8,6.95
88,Financial District South,13,Battery Park City,1.356,3.3,4.1,2.7,10.52
88,Financial District South,24,Bloomingdale,14.752,35.4,44.3,29.5,60.08
88,Financial District South,41,Central Harlem,16.222,38.9,48.7,32.4,65.52
88,Financial District South,42,Central Harlem North,18.647,44.8,55.9,37.3,74.49
88,Financial District South,43,Central Park,12.607,30.3,37.8,25.2,52.14
88,Financial District South,45,Chinatown,2.141,5.1,6.4,4.3,13.42
88,Financial District South,48,Clinton East,8.314,20.0,24.9,16.6,36.26
88,Financial District South,50,Clinton West,8.3,19.9,24.9,16.6,36.21
88,Financial District South,68,East Chelsea,5.937,14.2,17.8,11.9,27.47
88,Financial District South,74,East Harlem North,17.065,41.0,51.2,34.1,68.64
88,Financial District South,75,East Harlem South,15.124,36.3,45.4,30.2,61.46
88,Financial District South,79,East Village,4.848,11.6,14.5,9.7,23.44
88,Financial District South,87,Financial District North,0.722,1.7,2.2,1.4,8.17
88,Financial District South,88,Financial District South,0.0,0.0,0.0,0.0,5.5
88,Financial District South,90,Flatiron,5.514,13.2,16.5,11.0,25.9
88,Financial District South,100,Garment District,7.445,17.9,22.3,14.9,33.05
88,Financial District South,103,Governor's Island/Ellis Island/Liberty Island,4.367,10.5,13.1,8.7,21.66
88,Financial District South,107,Gramercy,6.019,14.4,18.1,12.0,27.77
88,Financial District South,113,Greenwich Village North,4.677,11.2,14.0,9.4,22.8
88,Financial District South,114,Greenwich Village South,3.949,9.5,11.8,7.9,20.11
88,Financial District South,116,Hamilton Heights,18.946,45.5,56.8,37.9,75.6
88,Financial District South,120,Highbridge Park,22.666,54.4,68.0,45.3,89.36
88,Financial District South,125,Hudson Sq,2.861,6.9,8.6,5.7,16.09
88,Financial District South,127,Inwood,25.722,61.7,77.2,51.4,100.67
88,Financial District South,128,Inwood Hill Park,25.981,62.4,77.9,52.0,101.63
88,Financial District South,137,Kips Bay,7.061,16.9,21.2,14.1,31.62
88,Financial District South,140,Lenox Hill East,11.666,28.0,35.0,23.3,48.67
88,Financial District South,141,Lenox Hill West,11.409,27.4,34.2,22.8,47.71
88,Financial District South,142,Lincoln Square East,10.272,24.7,30.8,20.5,43.51
88,Financial District South,143,Lincoln Square West,10.006,24.0,30.0,20.0,42.52
88,Financial District South,144,Little Italy/NoLiTa,3.171,7.6,9.5,6.3,17.23
88,Financial District South,148,Lower East Side,3.471,8.3,10.4,6.9,18.34
88,Financial District South,151,Manhattan Valley,14.082,33.8,42.2,28.2,57.6
88,Financial District South,152,Manhattanville,17.505,42.0,52.5,35.0,70.27
88,Financial District South,153,Marble Hill,27.568,66.2,82.7,55.1,107.5
88,Financial District South,158,Meatpacking/West Village West,3.693,8.9,11.1,7.4,19.16
88,Financial District South,161,Midtown Center,8.888,21.3,26.7,17.8,38.38
88,Financial District South,162,Midtown East,9.197,22.1,27.6,18.4,39.53
88,Financial District South,163,Midtown North,9.6,23.0,28.8,19.2,41.02
88,Financial District South,164,Midtown South,7.213,17.3,21.6,14.4,32.19
88,Financial District South,166,Morningside Heights,15.89,38.1,47.7,31.8,64.29
88,Financial District South,170,Murray Hill,7.692,18.5,23.1,15.4,33.96
88,Financial District South,186,Penn Station/Madison Sq West,6.583,15.8,19.7,13.2,29.86
88,Financial District South,194,Randalls Island,17.039,40.9,51.1,34.1,68.54
88,Financial District South,202,Roosevelt Island,11.682,28.0,35.0,23.4,48.72
88,Financial District South,209,Seaport,1.298,3.1,3.9,2.6,10.3
88,Financial District South,211,SoHo,3.105,7.5,9.3,6.2,16.99
88,Financial District South,224,Stuy Town/Peter Cooper Village,6.106,14.7,18.3,12.2,28.09
88,Financial District South,229,Sutton Place/Turtle Bay North,9.817,23.6,29.5,19.6,41.82
88,Financial District South,230,Times Sq/Theatre District,8.529,20.5,25.6,17.1,37.06
88,Financial District South,231,TriBeCa/Civic Center,1.893,4.5,5.7,3.8,12.5
88,Financial District South,232,Two Bridges/Seward Park,3.682,8.8,11.0,7.4,19.12
88,Financial District South,233,UN/Turtle Bay South,8.617,20.7,25.9,17.2,37.38
88,Financial District South,234,Union Sq,5.857,14.1,17.6,11.7,27.17
88,Financial District South,236,Upper East Side North,13.112,31.5,39.3,26.2,54.02
88,Financial District South,237,Upper East Side South,11.079,26.6,33.2,22.2,46.49
88,Financial District South,238,Upper West Side North,12.979,31.2,38.9,26.0,53.52
88,Financial District South,239,Upper West Side South,11.653,28.0,35.0,23.3,48.62
88,Financial District South,243,Washington Heights North,23.585,56.6,70.8,47.2,92.76
88,Financial District South,244,Washington Heights South,21.165,50.8,63.5,42.3,83.81
88,Financial District South,246,West Chelsea/Hudson Yards,6.123,14.7,18.4,12.2,28.15
88,Financial District South,249,West Village,4.164,10.0,12.5,8.3,20.91
88,Financial District South,261,World Trade Center,0.775,1.9,2.3,1.5,8.37
88,Financial District South,262,Yorkville East,13.515,32.4,40.5,27.0,55.51
88,Financial District South,263,Yorkville West,13.441,32.3,40.3,26.9,55.23
90,Flatiron,4,Alphabet City,3.75,9.0,11.2,7.5,19.37
90,Flatiron,12,Battery Park,5.905,14.2,17.7,11.8,27.35
90,Flatiron,13,Battery Park City,4.951,11.9,14.9,9.9,23.82
90,Flatiron,24,Bloomingdale,9.238,22.2,27.7,18.5,39.68
90,Flatiron,41,Central Harlem,10.708,25.7,32.1,21.4,45.12
90,Flatiron,42,Central Harlem North,13.133,31.5,39.4,26.3,54.09
90,Flatiron,43,Central Park,7.093,17.0,21.3,14.2,31.74
90,Flatiron,45,Chinatown,3.373,8.1,10.1,6.7,17.98
90,Flatiron,48,Clinton East,2.8,6.7,8.4,5.6,15.86
90,Flatiron,50,Clinton West,2.786,6.7,8.4,5.6,15.81
90,Flatiron,68,East Chelsea,0.936,2.2,2.8,1.9,8.96
90,Flatiron,74,East Harlem North,11.552,27.7,34.7,23.1,48.24
90,Flatiron,75,East Harlem South,9.61,23.1,28.8,19.2,41.06
90,Flatiron,79,East Village,2.567,6.2,7.7,5.1,15.0
90,Flatiron,87,Financial District North,4.792,11.5,14.4,9.6,23.23
90,Flatiron,88,Financial District South,5.514,13.2,16.5,11.0,25.9
90,Flatiron,90,Flatiron,0.0,0.0,0.0,0.0,5.5
90,Flatiron,100,Garment District,1.932,4.6,5.8,3.9,12.65
90,Flatiron,103,Governor's Island/Ellis Island/Liberty Island,9.88,23.7,29.6,19.8,42.06
90,Flatiron,107,Gramercy,1.691,4.1,5.1,3.4,11.76
90,Flatiron,113,Greenwich Village North,1.312,3.1,3.9,2.6,10.35
90,Flatiron,114,Greenwich Village South,1.564,3.8,4.7,3.1,11.29
90,Flatiron,116,Hamilton Heights,13.432,32.2,40.3,26.9,55.2
90,Flatiron,120,Highbridge Park,17.152,41.2,51.5,34.3,68.96
90,Flatiron,125,Hudson Sq,2.653,6.4,8.0,5.3,15.31
90,Flatiron,127,Inwood,20.208,48.5,60.6,40.4,80.27
90,Flatiron,128,Inwood Hill Park,20.467,49.1,61.4,40.9,81.23
90,Flatiron,137,Kips Bay,1.915,4.6,5.7,3.8,12.59
90,Flatiron,140,Lenox Hill East,6.153,14.8,18.5,12.3,28.26
90,Flatiron,141,Lenox Hill West,5.895,14.1,17.7,11.8,27.31
90,Flatiron,142,Lincoln Square East,4.759,11.4,14.3,9.5,23.11
90,Flatiron,143,Lincoln Square West,4.493,10.8,13.5,9.0,22.12
90,Flatiron,144,Little Italy/NoLiTa,2.406,5.8,7.2,4.8,14.4
90,Flatiron,148,Lower East Side,3.128,7.5,9.4,6.3,17.07
90,Flatiron,151,Manhattan Valley,8.569,20.6,25.7,17.1,37.2
90,Flatiron,152,Manhattanville,11.992,28.8,36.0,24.0,49.87
90,Flatiron,153,Marble Hill,22.054,52.9,66.2,44.1,87.1
90,Flatiron,158,Meatpacking/West Village West,1.821,4.4,5.5,3.6,12.24
90,Flatiron,161,Midtown Center,3.374,8.1,10.1,6.7,17.98
90,Flatiron,162,Midtown East,3.683,8.8,11.0,7.4,19.13
90,Flatiron,163,Midtown North,4.086,9.8,12.3,8.2,20.62
90,Flatiron,164,Midtown South,1.7,4.1,5.1,3.4,11.79
90,Flatiron,166,Morningside Heights,10.376,24.9,31.1,20.8,43.89
90,Flatiron,170,Murray Hill,2.178,5.2,6.5,4.4,13.56
90,Flatiron,186,Penn Station/Madison Sq West,1.07,2.6,3.2,2.1,9.46
90,Flatiron,194,Randalls Island,11.525,27.7,34.6,23.1,48.14
90,Flatiron,202,Roosevelt Island,6.168,14.8,18.5,12.3,28.32
90,Flatiron,209,Seaport,4.216,10.1,12.6,8.4,21.1
90,Flatiron,211,SoHo,2.408,5.8,7.2,4.8,14.41
90,Flatiron,224,Stuy Town/Peter Cooper Village,2.875,6.9,8.6,5.7,16.14
90,Flatiron,229,Sutton Place/Turtle Bay North,4.303,10.3,12.9,8.6,21.42
90,Flatiron,230,Times Sq/Theatre District,3.015,7.2,9.0,6.0,16.66
90,Flatiron,231,TriBeCa/Civic Center,3.621,8.7,10.9,7.2,18.9
90,Flatiron,232,Two Bridges/Seward Park,4.257,10.2,12.8,8.5,21.25
90,Flatiron,233,UN/Turtle Bay South,3.103,7.4,9.3,6.2,16.98
90,Flatiron,234,Union Sq,0.762,1.8,2.3,1.5,8.32
90,Flatiron,236,Upper East Side North,7.599,18.2,22.8,15.2,33.61
90,Flatiron,237,Upper East Side South,5.566,13.4,16.7,11.1,26.09
90,Flatiron,238,Upper West Side North,7.466,17.9,22.4,14.9,33.12
90,Flatiron,239,Upper West Side South,6.14,14.7,18.4,12.3,28.22
90,Flatiron,243,Washington Heights North,18.071,43.4,54.2,36.1,72.36
90,Flatiron,244,Washington Heights South,15.651,37.6,47.0,31.3,63.41
90,Flatiron,246,West Chelsea/Hudson Yards,1.826,4.4,5.5,3.7,12.26
90,Flatiron,249,West Village,1.349,3.2,4.0,2.7,10.49
90,Flatiron,261,World Trade Center,5.008,12.0,15.0,10.0,24.03
90,Flatiron,262,Yorkville East,8.001,19.2,24.0,16.0,35.1
90,Flatiron,263,Yorkville West,7.928,19.0,23.8,15.9,34.83
100,Garment District,4,Alphabet City,4.328,10.4,13.0,8.7,21.51
100,Garment District,12,Battery Park,7.836,18.8,23.5,15.7,34.49
100,Garment District,13,Battery Park City,6.883,16.5,20.6,13.8,30.97
100,Garment District,24,Bloomingdale,7.306,17.5,21.9,14.6,32.53
100,Garment District,41,Central Harlem,8.776,21.1,26.3,17.6,37.97
100,Garment District,42,Central Harlem North,11.201,26.9,33.6,22.4,46.95
100,Garment District,43,Central Park,5.161,12.4,15.5,10.3,24.6
100,Garment District,45,Chinatown,5.305,12.7,15.9,10.6,25.13
100,Garment District,48,Clinton East,1.07,2.6,3.2,2.1,9.46
100,Garment District,50,Clinton West,1.959,4.7,5.9,3.9,12.75
100,Garment District,68,East Chelsea,1.509,3.6,4.5,3.0,11.08
100,Garment District,74,East Harlem North,9.62,23.1,28.9,19.2,41.09
100,Garment District,75,East Harlem South,7.679,18.4,23.0,15.4,33.91
100,Garment District,79,East Village,3.145,7.5,9.4,6.3,17.14
100,Garment District,87,Financial District North,6.723,16.1,20.2,13.4,30.38
100,Garment District,88,Financial District South,7.445,17.9,22.3,14.9,33.05
100,Garment District,90,Flatiron,1.932,4.6,5.8,3.9,12.65
100,Garment District,100,Garment District,0.0,0.0,0.0,0.0,5.5
100,Garment District,103,Governor's Island/Ellis Island/Liberty Island,11.812,28.3,35.4,23.6,49.2
100,Garment District,107,Gramercy,2.269,5.4,6.8,4.5,13.9
100,Garment District,113,Greenwich Village North,2.768,6.6,8.3,5.5,15.74
100,Garment District,114,Greenwich Village South,3.496,8.4,10.5,7.0,18.44
100,Garment District,116,Hamilton Heights,11.5,27.6,34.5,23.0,48.05
100,Garment District,120,Highbridge Park,15.22,36.5,45.7,30.4,61.82
100,Garment District,125,Hudson Sq,4.584,11.0,13.8,9.2,22.46
100,Garment District,127,Inwood,18.276,43.9,54.8,36.6,73.12
100,Garment District,128,Inwood Hill Park,18.536,44.5,55.6,37.1,74.08
100,Garment District,137,Kips Bay,2.494,6.0,7.5,5.0,14.73
100,Garment District,140,Lenox Hill East,4.221,10.1,12.7,8.4,21.12
100,Garment District,141,Lenox Hill West,3.963,9.5,11.9,7.9,20.16
100,Garment District,142,Lincoln Square East,2.827,6.8,8.5,5.7,15.96
100,Garment District,143,Lincoln Square West,2.561,6.1,7.7,5.1,14.98
100,Garment District,144,Little Italy/NoLiTa,4.274,10.3,12.8,8.5,21.32
100,Garment District,148,Lower East Side,3.974,9.5,11.9,7.9,20.2
100,Garment District,151,Manhattan Valley,6.637,15.9,19.9,13.3,30.06
100,Garment District,152,Manhattanville,10.06,24.1,30.2,20.1,42.72
100,Garment District,153,Marble Hill,20.123,48.3,60.4,40.2,79.95
100,Garment District,158,Meatpacking/West Village West,3.752,9.0,11.3,7.5,19.38
100,Garment District,161,Midtown Center,1.442,3.5,4.3,2.9,10.84
100,Garment District,162,Midtown East,1.751,4.2,5.3,3.5,11.98
100,Garment District,163,Midtown North,2.155,5.2,6.5,4.3,13.47
100,Garment District,164,Midtown South,0.857,2.1,2.6,1.7,8.67
100,Garment District,166,Morningside Heights,8.445,20.3,25.3,16.9,36.74
100,Garment District,170,Murray Hill,1.507,3.6,4.5,3.0,11.07
100,Garment District,186,Penn Station/Madison Sq West,0.862,2.1,2.6,1.7,8.69
100,Garment District,194,Randalls Island,9.594,23.0,28.8,19.2,41.0
100,Garment District,202,Roosevelt Island,4.237,10.2,12.7,8.5,21.18
100,Garment District,209,Seaport,6.147,14.8,18.4,12.3,28.25
100,Garment District,211,SoHo,4.34,10.4,13.0,8.7,21.56
100,Garment District,224,Stuy Town/Peter Cooper Village,3.453,8.3,10.4,6.9,18.28
100,Garment District,229,Sutton Place/Turtle Bay North,2.372,5.7,7.1,4.7,14.28
100,Garment District,230,Times Sq/Theatre District,1.084,2.6,3.3,2.2,9.51
100,Garment District,231,TriBeCa/Civic Center,5.553,13.3,16.7,11.1,26.05
100,Garment District,232,Two Bridges/Seward Park,4.836,11.6,14.5,9.7,23.39
100,Garment District,233,UN/Turtle Bay South,1.935,4.6,5.8,3.9,12.66
100,Garment District,234,Union Sq,1.588,3.8,4.8,3.2,11.38
100,Garment District,236,Upper East Side North,5.667,13.6,17.0,11.3,26.47
100,Garment District,237,Upper East Side South,3.634,8.7,10.9,7.3,18.95
100,Garment District,238,Upper West Side North,5.534,13.3,16.6,11.1,25.98
100,Garment District,239,Upper West Side South,4.208,10.1,12.6,8.4,21.07
100,Garment District,243,Washington Heights North,16.139,38.7,48.4,32.3,65.22
100,Garment District,244,Washington Heights South,13.72,32.9,41.2,27.4,56.26
100,Garment District,246,West Chelsea/Hudson Yards,1.323,3.2,4.0,2.6,10.39
100,Garment District,249,West Village,3.281,7.9,9.8,6.6,17.64
100,Garment District,261,World Trade Center,6.94,16.7,20.8,13.9,31.18
100,Garment District,262,Yorkville East,6.07,14.6,18.2,12.1,27.96
100,Garment District,263,Yorkville West,5.996,14.4,18.0,12.0,27.69
103,Governor's Island/Ellis Island/Liberty Island,4,Alphabet City,9.556,22.9,28.7,19.1,40.86
103,Governor's Island/Ellis Island/Liberty Island,12,Battery Park,3.976,9.5,11.9,8.0,20.21
103,Governor's Island/Ellis Island/Liberty Island,13,Battery Park City,4.93,11.8,14.8,9.9,23.74
103,Governor's Island/Ellis Island/Liberty Island,24,Bloomingdale,19.118,45.9,57.4,38.2,76.24
103,Governor's Island/Ellis Island/Liberty Island,41,Central Harlem,20.588,49.4,61.8,41.2,81.68
103,Governor's Island/Ellis Island/Liberty Island,42,Central Harlem North,23.013,55.2,69.0,46.0,90.65
103,Governor's Island/Ellis Island/Liberty Island,43,Central Park,16.973,40.7,50.9,33.9,68.3
103,Governor's Island/Ellis Island/Liberty Island,45,Chinatown,6.507,15.6,19.5,13.0,29.58
103,Governor's Island/Ellis Island/Liberty Island,48,Clinton East,12.681,30.4,38.0,25.4,52.42
103,Governor's Island/Ellis Island/Liberty Island,50,Clinton West,12.666,30.4,38.0,25.3,52.37
103,Governor's Island/Ellis Island/Liberty Island,68,East Chelsea,10.304,24.7,30.9,20.6,43.62
103,Governor's Island/Ellis Island/Liberty Island,74,East Harlem North,21.432,51.4,64.3,42.9,84.8
103,Governor's Island/Ellis Island/Liberty Island,75,East Harlem South,19.491,46.8,58.5,39.0,77.62
103,Governor's Island/Ellis Island/Liberty Island,79,East Village,9.214,22.1,27.6,18.4,39.59
103,Governor's Island/Ellis Island/Liberty Island,87,Financial District North,5.089,12.2,15.3,10.2,24.33
103,Governor's Island/Ellis Island/Liberty Island,88,Financial District South,4.367,10.5,13.1,8.7,21.66
103,Governor's Island/Ellis Island/Liberty Island,90,Flatiron,9.88,23.7,29.6,19.8,42.06
103,Governor's Island/Ellis Island/Liberty Island,100,Garment District,11.812,28.3,35.4,23.6,49.2
103,Governor's Island/Ellis Island/Liberty Island,103,Governor's Island/Ellis Island/Liberty Island,0.0,0.0,0.0,0.0,5.5
103,Governor's Island/Ellis Island/Liberty Island,107,Gramercy,10.385,24.9,31.2,20.8,43.93
103,Governor's Island/Ellis Island/Liberty Island,113,Greenwich Village North,9.044,21.7,27.1,18.1,38.96
103,Governor's Island/Ellis Island/Liberty Island,114,Greenwich Village South,8.316,20.0,24.9,16.6,36.27
103,Governor's Island/Ellis Island/Liberty Island,116,Hamilton Heights,23.312,55.9,69.9,46.6,91.76
103,Governor's Island/Ellis Island/Liberty Island,120,Highbridge Park,27.033,64.9,81.1,54.1,105.52
103,Governor's Island/Ellis Island/Liberty Island,125,Hudson Sq,7.228,17.3,21.7,14.5,32.24
103,Governor's Island/Ellis Island/Liberty Island,127,Inwood,30.088,72.2,90.3,60.2,116.83
103,Governor's Island/Ellis Island/Liberty Island,128,Inwood Hill Park,30.348,72.8,91.0,60.7,117.79
103,Governor's Island/Ellis Island/Liberty Island,137,Kips Bay,11.427,27.4,34.3,22.9,47.78
103,Governor's Island/Ellis Island/Liberty Island,140,Lenox Hill East,16.033,38.5,48.1,32.1,64.82
103,Governor's Island/Ellis Island/Liberty Island,141,Lenox Hill West,15.775,37.9,47.3,31.6,63.87
103,Governor's Island/Ellis Island/Liberty Island,142,Lincoln Square East,14.639,35.1,43.9,29.3,59.66
103,Governor's Island/Ellis Island/Liberty Island,143,Lincoln Square West,14.373,34.5,43.1,28.7,58.68
103,Governor's Island/Ellis Island/Liberty Island,144,Little Italy/NoLiTa,7.538,18.1,22.6,15.1,33.39
103,Governor's Island/Ellis Island/Liberty Island,148,Lower East Side,7.838,18.8,23.5,15.7,34.5
103,Governor's Island/Ellis Island/Liberty Island,151,Manhattan Valley,18.449,44.3,55.3,36.9,73.76
103,Governor's Island/Ellis Island/Liberty Island,152,Manhattanville,21.872,52.5,65.6,43.7,86.43
103,Governor's Island/Ellis Island/Liberty Island,153,Marble Hill,31.935,76.6,95.8,63.9,123.66
103,Governor's Island/Ellis Island/Liberty Island,158,Meatpacking/West Village West,8.06,19.3,24.2,16.1,35.32
103,Governor's Island/Ellis Island/Liberty Island,161,Midtown Center,13.254,31.8,39.8,26.5,54.54
103,Governor's Island/Ellis Island/Liberty Island,162,Midtown East,13.564,32.6,40.7,27.1,55.68
103,Governor's Island/Ellis Island/Liberty Island,163,Midtown North,13.967,33.5,41.9,27.9,57.18
103,Governor's Island/Ellis Island/Liberty Island,164,Midtown South,11.58,27.8,34.7,23.2,48.35
103,Governor's Island/Ellis Island/Liberty Island,166,Morningside Heights,20.257,48.6,60.8,40.5,80.45
103,Governor's Island/Ellis Island/Liberty Island,170,Murray Hill,12.059,28.9,36.2,24.1,50.12
103,Governor's Island/Ellis Island/Liberty Island,186,Penn Station/Madison Sq West,10.95,26.3,32.8,21.9,46.01
103,Governor's Island/Ellis Island/Liberty Island,194,Randalls Island,21.406,51.4,64.2,42.8,84.7
103,Governor's Island/Ellis Island/Liberty Island,202,Roosevelt Island,16.049,38.5,48.1,32.1,64.88
103,Governor's Island/Ellis Island/Liberty Island,209,Seaport,5.665,13.6,17.0,11.3,26.46
103,Governor's Island/Ellis Island/Liberty Island,211,SoHo,7.472,17.9,22.4,14.9,33.15
103,Governor's Island/Ellis Island/Liberty Island,224,Stuy Town/Peter Cooper Village,10.473,25.1,31.4,20.9,44.25
103,Governor's Island/Ellis Island/Liberty Island,229,Sutton Place/Turtle Bay North,14.184,34.0,42.6,28.4,57.98
103,Governor's Island/Ellis Island/Liberty Island,230,Times Sq/Theatre District,12.896,30.9,38.7,25.8,53.21
103,Governor's Island/Ellis Island/Liberty Island,231,TriBeCa/Civic Center,6.259,15.0,18.8,12.5,28.66
103,Governor's Island/Ellis Island/Liberty Island,232,Two Bridges/Seward Park,8.049,19.3,24.1,16.1,35.28
103,Governor's Island/Ellis Island/Liberty Island,233,UN/Turtle Bay South,12.984,31.2,39.0,26.0,53.54
103,Governor's Island/Ellis Island/Liberty Island,234,Union Sq,10.224,24.5,30.7,20.4,43.33
103,Governor's Island/Ellis Island/Liberty Island,236,Upper East Side North,17.479,41.9,52.4,35.0,70.17
103,Governor's Island/Ellis Island/Liberty Island,237,Upper East Side South,15.446,37.1,46.3,30.9,62.65
103,Governor's Island/Ellis Island/Liberty Island,238,Upper West Side North,17.346,41.6,52.0,34.7,69.68
103,Governor's Island/Ellis Island/Liberty Island,239,Upper West Side South,16.02,38.4,48.1,32.0,64.77
103,Governor's Island/Ellis Island/Liberty Island,243,Washington Heights North,27.952,67.1,83.9,55.9,108.92
103,Governor's Island/Ellis Island/Liberty Island,244,Washington Heights South,25.532,61.3,76.6,51.1,99.97
103,Governor's Island/Ellis Island/Liberty Island,246,West Chelsea/Hudson Yards,10.489,25.2,31.5,21.0,44.31
103,Governor's Island/Ellis Island/Liberty Island,249,West Village,8.531,20.5,25.6,17.1,37.06
103,Governor's Island/Ellis Island/Liberty Island,261,World Trade Center,4.872,11.7,14.6,9.7,23.53
103,Governor's Island/Ellis Island/Liberty Island,262,Yorkville East,17.882,42.9,53.6,35.8,71.66
103,Governor's Island/Ellis Island/Liberty Island,263,Yorkville West,17.808,42.7,53.4,35.6,71.39
107,Gramercy,4,Alphabet City,2.059,4.9,6.2,4.1,13.12
107,Gramercy,12,Battery Park,6.41,15.4,19.2,12.8,29.22
107,Gramercy,13,Battery Park City,5.456,13.1,16.4,10.9,25.69
107,Gramercy,24,Bloomingdale,8.733,21.0,26.2,17.5,37.81
107,Gramercy,41,Central Harlem,10.203,24.5,30.6,20.4,43.25
107,Gramercy,42,Central Harlem North,12.628,30.3,37.9,25.3,52.22
107,Gramercy,43,Central Park,6.588,15.8,19.8,13.2,29.88
107,Gramercy,45,Chinatown,3.878,9.3,11.6,7.8,19.85
107,Gramercy,48,Clinton East,3.339,8.0,10.0,6.7,17.85
107,Gramercy,50,Clinton West,4.228,10.1,12.7,8.5,21.14
107,Gramercy,68,East Chelsea,2.627,6.3,7.9,5.3,15.22
107,Gramercy,74,East Harlem North,11.047,26.5,33.1,22.1,46.37
107,Gramercy,75,East Harlem South,9.105,21.9,27.3,18.2,39.19
107,Gramercy,79,East Village,1.171,2.8,3.5,2.3,9.83
107,Gramercy,87,Financial District North,5.296,12.7,15.9,10.6,25.1
107,Gramercy,88,Financial District South,6.019,14.4,18.1,12.0,27.77
107,Gramercy,90,Flatiron,1.691,4.1,5.1,3.4,11.76
107,Gramercy,100,Garment District,2.269,5.4,6.8,4.5,13.9
107,Gramercy,103,Governor's Island/Ellis Island/Liberty Island,10.385,24.9,31.2,20.8,43.93
107,Gramercy,107,Gramercy,0.0,0.0,0.0,0.0,5.5
107,Gramercy,113,Greenwich Village North,1.341,3.2,4.0,2.7,10.46
107,Gramercy,114,Greenwich Village South,2.069,5.0,6.2,4.1,13.16
107,Gramercy,116,Hamilton Heights,12.927,31.0,38.8,25.9,53.33
107,Gramercy,120,Highbridge Park,16.647,40.0,49.9,33.3,67.1
107,Gramercy,125,Hudson Sq,3.157,7.6,9.5,6.3,17.18
107,Gramercy,127,Inwood,19.703,47.3,59.1,39.4,78.4
107,Gramercy,128,Inwood Hill Park,19.963,47.9,59.9,39.9,79.36
107,Gramercy,137,Kips Bay,1.042,2.5,3.1,2.1,9.36
107,Gramercy,140,Lenox Hill East,5.648,13.6,16.9,11.3,26.4
107,Gramercy,141,Lenox Hill West,5.39,12.9,16.2,10.8,25.44
107,Gramercy,142,Lincoln Square East,4.254,10.2,12.8,8.5,21.24
107,Gramercy,143,Lincoln Square West,4.695,11.3,14.1,9.4,22.87
107,Gramercy,144,Little Italy/NoLiTa,2.848,6.8,8.5,5.7,16.04
107,Gramercy,148,Lower East Side,2.547,6.1,7.6,5.1,14.92
107,Gramercy,151,Manhattan Valley,8.064,19.4,24.2,16.1,35.34
107,Gramercy,152,Manhattanville,11.487,27.6,34.5,23.0,48.0
107,Gramercy,153,Marble Hill,21.55,51.7,64.6,43.1,85.23
107,Gramercy,158,Meatpacking/West Village West,2.326,5.6,7.0,4.7,14.1
107,Gramercy,161,Midtown Center,2.869,6.9,8.6,5.7,16.12
107,Gramercy,162,Midtown East,3.178,7.6,9.5,6.4,17.26
107,Gramercy,163,Midtown North,3.582,8.6,10.7,7.2,18.75
107,Gramercy,164,Midtown South,1.412,3.4,4.2,2.8,10.72
107,Gramercy,166,Morningside Heights,9.871,23.7,29.6,19.7,42.02
107,Gramercy,170,Murray Hill,1.673,4.0,5.0,3.3,11.69
